dup1	dup2	type
AEP_HVAEP12.G022514	AEP_HVAEP9.G016447	DD
AEP_HVAEP14.G026307	AEP_HVAEP9.G016447	DD
AEP_HVAEP11.G020075	AEP_HVAEP9.G016447	DD
AEP_HVAEP1.G001465	AEP_HVAEP9.G016447	DD
AEP_HVAEP1.G001565	AEP_HVAEP9.G016447	DD
AEP_HVAEP1.G001705	AEP_HVAEP9.G016447	DD
AEP_HVAEP1.G001365	AEP_HVAEP9.G016447	DD
AEP_HVAEP7.G012819	AEP_HVAEP9.G016447	DD
AEP_HVAEP4.G008621	AEP_HVAEP9.G016447	DD
AEP_HVAEP2.G004587	AEP_HVAEP9.G016447	DD
AEP_HVAEP3.G007142	AEP_HVAEP9.G016447	DD
AEP_HVAEP12.G022482	AEP_HVAEP7.G012819	DD
AEP_HVAEP2.G004587	AEP_HVAEP7.G012819	DD
AEP_HVAEP1.G001565	AEP_HVAEP7.G012819	DD
AEP_HVAEP12.G022514	AEP_HVAEP7.G012819	DD
AEP_HVAEP3.G007142	AEP_HVAEP7.G012819	DD
AEP_HVAEP14.G026307	AEP_HVAEP7.G012819	DD
AEP_HVAEP1.G001365	AEP_HVAEP7.G012819	DD
AEP_HVAEP1.G001705	AEP_HVAEP7.G012819	DD
AEP_HVAEP1.G001705	AEP_HVAEP2.G004587	DD
AEP_HVAEP1.G001365	AEP_HVAEP2.G004587	DD
AEP_HVAEP1.G001368	AEP_HVAEP3.G005776	DD
AEP_HVAEP2.G003399	AEP_HVAEP3.G005776	DD
AEP_HVAEP3.G005776	AEP_HVAEP7.G012682	DD
AEP_HVAEP5.G009999	AEP_HVAEP7.G012682	DD
AEP_HVAEP1.G001368	AEP_HVAEP7.G012682	DD
AEP_HVAEP1.G001368	AEP_HVAEP7.G012689	DD
AEP_HVAEP5.G009999	AEP_HVAEP7.G012689	DD
AEP_HVAEP7.G012682	AEP_HVAEP7.G012689	PD
AEP_HVAEP3.G005776	AEP_HVAEP7.G012689	DD
AEP_HVAEP1.G001368	AEP_HVAEP2.G003399	DD
AEP_HVAEP5.G009998	AEP_HVAEP2.G003399	DD
AEP_HVAEP7.G012689	AEP_HVAEP2.G003399	DD
AEP_HVAEP7.G012682	AEP_HVAEP2.G003399	DD
AEP_HVAEP1.G001369	AEP_HVAEP1.G002001	DD
AEP_HVAEP11.G020568	AEP_HVAEP1.G002001	DD
AEP_HVAEP1.G002001	AEP_HVAEP11.G019756	DD
AEP_HVAEP1.G001369	AEP_HVAEP11.G019756	DD
AEP_HVAEP1.G001369	AEP_HVAEP11.G019870	DD
AEP_HVAEP11.G019756	AEP_HVAEP11.G019870	DD
AEP_HVAEP1.G002001	AEP_HVAEP11.G019870	DD
AEP_HVAEP11.G019756	AEP_HVAEP11.G020568	DD
AEP_HVAEP1.G001369	AEP_HVAEP11.G020568	DD
AEP_HVAEP5.G010313	AEP_HVAEP5.G010350	DD
AEP_HVAEP1.G001370	AEP_HVAEP5.G010350	DD
AEP_HVAEP1.G001374	AEP_HVAEP13.G025578	DD
AEP_HVAEP1.G001746	AEP_HVAEP9.G016164	DD
AEP_HVAEP1.G001378	AEP_HVAEP9.G016164	DD
AEP_HVAEP9.G015715	AEP_HVAEP9.G016164	DD
AEP_HVAEP12.G023579	AEP_HVAEP9.G016164	DD
AEP_HVAEP3.G007000	AEP_HVAEP9.G016164	DD
AEP_HVAEP4.G008320	AEP_HVAEP6.G010998	DD
AEP_HVAEP1.G001378	AEP_HVAEP6.G010998	DD
AEP_HVAEP4.G008331	AEP_HVAEP6.G010998	DD
AEP_HVAEP3.G007000	AEP_HVAEP6.G010998	DD
AEP_HVAEP4.G008013	AEP_HVAEP6.G010998	DD
AEP_HVAEP4.G008933	AEP_HVAEP6.G010998	DD
AEP_HVAEP4.G008384	AEP_HVAEP6.G010998	DD
AEP_HVAEP1.G001378	AEP_HVAEP11.G019643	DD
AEP_HVAEP4.G008384	AEP_HVAEP11.G019643	DD
AEP_HVAEP6.G010998	AEP_HVAEP11.G019643	DD
AEP_HVAEP4.G008331	AEP_HVAEP11.G019643	DD
AEP_HVAEP4.G008013	AEP_HVAEP11.G019643	DD
AEP_HVAEP4.G008320	AEP_HVAEP11.G019643	DD
AEP_HVAEP4.G008933	AEP_HVAEP11.G019643	DD
AEP_HVAEP6.G011001	AEP_HVAEP11.G019643	DD
AEP_HVAEP3.G007000	AEP_HVAEP11.G019643	DD
AEP_HVAEP9.G015715	AEP_HVAEP11.G019643	DD
AEP_HVAEP1.G001378	AEP_HVAEP12.G023579	DD
AEP_HVAEP1.G001849	AEP_HVAEP10.G018537	DD
AEP_HVAEP1.G001379	AEP_HVAEP10.G018537	DD
AEP_HVAEP1.G001379	AEP_HVAEP1.G001849	DD
AEP_HVAEP2.G002934	AEP_HVAEP1.G001849	DD
AEP_HVAEP13.G024592	AEP_HVAEP1.G001849	DD
AEP_HVAEP1.G001452	AEP_HVAEP1.G001849	DD
AEP_HVAEP1.G001379	AEP_HVAEP15.G027502	DD
AEP_HVAEP6.G010614	AEP_HVAEP15.G027502	DD
AEP_HVAEP1.G001452	AEP_HVAEP15.G027502	DD
AEP_HVAEP1.G001849	AEP_HVAEP15.G027502	DD
AEP_HVAEP10.G018537	AEP_HVAEP15.G027502	DD
AEP_HVAEP13.G025325	AEP_HVAEP15.G027502	DD
AEP_HVAEP13.G024592	AEP_HVAEP15.G027502	DD
AEP_HVAEP10.G018537	AEP_HVAEP13.G024592	DD
AEP_HVAEP1.G001379	AEP_HVAEP13.G024592	DD
AEP_HVAEP10.G017761	AEP_HVAEP10.G018131	DD
AEP_HVAEP12.G022213	AEP_HVAEP10.G018131	DD
AEP_HVAEP5.G010059	AEP_HVAEP10.G018131	DD
AEP_HVAEP1.G001380	AEP_HVAEP10.G018131	DD
AEP_HVAEP2.G003732	AEP_HVAEP10.G018131	DD
AEP_HVAEP3.G005929	AEP_HVAEP10.G018131	DD
AEP_HVAEP6.G011242	AEP_HVAEP10.G018131	DD
AEP_HVAEP1.G001380	AEP_HVAEP9.G017468	DD
AEP_HVAEP12.G022124	AEP_HVAEP13.G025435	DD
AEP_HVAEP1.G001381	AEP_HVAEP13.G025435	DD
AEP_HVAEP13.G025435	AEP_HVAEP13.G025592	DD
AEP_HVAEP1.G001381	AEP_HVAEP13.G025592	DD
AEP_HVAEP12.G022124	AEP_HVAEP14.G027010	DD
AEP_HVAEP13.G025592	AEP_HVAEP14.G027010	DD
AEP_HVAEP11.G020424	AEP_HVAEP14.G027010	DD
AEP_HVAEP13.G025435	AEP_HVAEP14.G027010	DD
AEP_HVAEP12.G022125	AEP_HVAEP14.G027010	DD
AEP_HVAEP14.G027008	AEP_HVAEP14.G027010	PD
AEP_HVAEP1.G001381	AEP_HVAEP14.G027010	DD
AEP_HVAEP1.G001381	AEP_HVAEP14.G027008	DD
AEP_HVAEP12.G022125	AEP_HVAEP14.G027008	DD
AEP_HVAEP13.G025592	AEP_HVAEP14.G027008	DD
AEP_HVAEP13.G025435	AEP_HVAEP14.G027008	DD
AEP_HVAEP8.G014688	AEP_HVAEP12.G021330	DD
AEP_HVAEP1.G001382	AEP_HVAEP12.G021330	DD
AEP_HVAEP1.G001383	AEP_HVAEP15.G027948	DD
AEP_HVAEP11.G019617	AEP_HVAEP15.G027948	DD
AEP_HVAEP14.G025871	AEP_HVAEP15.G027948	DD
AEP_HVAEP1.G001383	AEP_HVAEP11.G019617	DD
AEP_HVAEP9.G017172	AEP_HVAEP11.G019617	DD
AEP_HVAEP1.G001383	AEP_HVAEP9.G016268	DD
AEP_HVAEP1.G001384	AEP_HVAEP9.G015941	DD
AEP_HVAEP1.G001388	AEP_HVAEP1.G001403	DD
AEP_HVAEP1.G001400	AEP_HVAEP1.G001403	PD
AEP_HVAEP1.G001399	AEP_HVAEP1.G001403	PD
AEP_HVAEP1.G001389	AEP_HVAEP1.G001403	DD
AEP_HVAEP1.G001391	AEP_HVAEP1.G001403	DD
AEP_HVAEP1.G001389	AEP_HVAEP1.G001399	PD
AEP_HVAEP1.G001391	AEP_HVAEP1.G001399	PD
AEP_HVAEP1.G001388	AEP_HVAEP1.G001399	DD
AEP_HVAEP1.G001399	AEP_HVAEP1.G001400	TD
AEP_HVAEP1.G001389	AEP_HVAEP1.G001400	DD
AEP_HVAEP1.G001398	AEP_HVAEP1.G001400	PD
AEP_HVAEP1.G001391	AEP_HVAEP1.G001400	PD
AEP_HVAEP1.G001397	AEP_HVAEP1.G001400	PD
AEP_HVAEP1.G001388	AEP_HVAEP1.G001400	DD
AEP_HVAEP1.G001396	AEP_HVAEP1.G001400	PD
AEP_HVAEP1.G001388	AEP_HVAEP1.G001391	PD
AEP_HVAEP1.G001396	AEP_HVAEP1.G001397	TD
AEP_HVAEP1.G001389	AEP_HVAEP1.G001397	PD
AEP_HVAEP2.G003881	AEP_HVAEP1.G002422	DD
AEP_HVAEP3.G005974	AEP_HVAEP1.G002422	DD
AEP_HVAEP1.G001392	AEP_HVAEP1.G002422	DD
AEP_HVAEP1.G002422	AEP_HVAEP13.G025512	DD
AEP_HVAEP12.G022750	AEP_HVAEP13.G025512	DD
AEP_HVAEP3.G005974	AEP_HVAEP13.G025512	DD
AEP_HVAEP2.G003881	AEP_HVAEP13.G025512	DD
AEP_HVAEP1.G001393	AEP_HVAEP13.G025512	DD
AEP_HVAEP4.G008957	AEP_HVAEP13.G025512	DD
AEP_HVAEP6.G010605	AEP_HVAEP13.G025512	DD
AEP_HVAEP9.G016463	AEP_HVAEP13.G025512	DD
AEP_HVAEP1.G001393	AEP_HVAEP9.G016463	DD
AEP_HVAEP1.G001393	AEP_HVAEP1.G002421	DD
AEP_HVAEP13.G024188	AEP_HVAEP10.G018162	DD
AEP_HVAEP1.G001395	AEP_HVAEP10.G018162	DD
AEP_HVAEP15.G028788	AEP_HVAEP10.G018162	DD
AEP_HVAEP7.G012479	AEP_HVAEP10.G018162	DD
AEP_HVAEP6.G010783	AEP_HVAEP10.G018162	DD
AEP_HVAEP9.G016991	AEP_HVAEP10.G018162	DD
AEP_HVAEP12.G022116	AEP_HVAEP10.G018162	DD
AEP_HVAEP5.G010296	AEP_HVAEP10.G018162	DD
AEP_HVAEP14.G026058	AEP_HVAEP10.G018162	DD
AEP_HVAEP12.G023027	AEP_HVAEP11.G019791	DD
AEP_HVAEP7.G012479	AEP_HVAEP11.G019791	DD
AEP_HVAEP13.G024188	AEP_HVAEP11.G019791	DD
AEP_HVAEP9.G016991	AEP_HVAEP11.G019791	DD
AEP_HVAEP6.G010783	AEP_HVAEP11.G019791	DD
AEP_HVAEP14.G026058	AEP_HVAEP11.G019791	DD
AEP_HVAEP3.G005784	AEP_HVAEP11.G019791	DD
AEP_HVAEP10.G018162	AEP_HVAEP11.G019791	DD
AEP_HVAEP1.G001395	AEP_HVAEP11.G019791	DD
AEP_HVAEP6.G011423	AEP_HVAEP11.G019791	DD
AEP_HVAEP5.G010296	AEP_HVAEP11.G019791	DD
AEP_HVAEP15.G028788	AEP_HVAEP11.G019791	DD
AEP_HVAEP12.G022116	AEP_HVAEP11.G019791	DD
AEP_HVAEP3.G005461	AEP_HVAEP6.G010783	DD
AEP_HVAEP1.G001395	AEP_HVAEP6.G010783	DD
AEP_HVAEP1.G002632	AEP_HVAEP6.G010783	DD
AEP_HVAEP12.G022116	AEP_HVAEP6.G010783	DD
AEP_HVAEP3.G005564	AEP_HVAEP6.G010783	DD
AEP_HVAEP14.G026052	AEP_HVAEP6.G010783	DD
AEP_HVAEP2.G004777	AEP_HVAEP6.G010783	DD
AEP_HVAEP9.G016991	AEP_HVAEP6.G010783	DD
AEP_HVAEP8.G014171	AEP_HVAEP6.G010783	DD
AEP_HVAEP1.G002477	AEP_HVAEP6.G010783	DD
AEP_HVAEP3.G007168	AEP_HVAEP6.G010783	DD
AEP_HVAEP13.G024188	AEP_HVAEP6.G010783	DD
AEP_HVAEP7.G012731	AEP_HVAEP6.G010783	DD
AEP_HVAEP14.G026058	AEP_HVAEP6.G010783	DD
AEP_HVAEP15.G028788	AEP_HVAEP6.G010783	DD
AEP_HVAEP7.G012726	AEP_HVAEP6.G010783	DD
AEP_HVAEP1.G001395	AEP_HVAEP7.G012479	DD
AEP_HVAEP1.G001396	AEP_HVAEP1.G001398	PD
AEP_HVAEP1.G001397	AEP_HVAEP1.G001398	TD
AEP_HVAEP1.G001398	AEP_HVAEP1.G001389	PD
AEP_HVAEP1.G001396	AEP_HVAEP1.G001389	PD
AEP_HVAEP1.G001401	AEP_HVAEP4.G008474	DD
AEP_HVAEP2.G004200	AEP_HVAEP4.G008474	DD
AEP_HVAEP1.G001404	AEP_HVAEP9.G015624	DD
AEP_HVAEP13.G024618	AEP_HVAEP1.G001504	DD
AEP_HVAEP6.G010913	AEP_HVAEP1.G001504	DD
AEP_HVAEP9.G016742	AEP_HVAEP1.G001504	DD
AEP_HVAEP1.G001412	AEP_HVAEP1.G001504	DD
AEP_HVAEP1.G001412	AEP_HVAEP6.G010913	DD
AEP_HVAEP1.G001412	AEP_HVAEP9.G016742	DD
AEP_HVAEP8.G013835	AEP_HVAEP9.G016742	DD
AEP_HVAEP6.G010913	AEP_HVAEP9.G016742	DD
AEP_HVAEP6.G011008	AEP_HVAEP8.G013929	DD
AEP_HVAEP11.G021083	AEP_HVAEP8.G013929	DD
AEP_HVAEP10.G018556	AEP_HVAEP8.G013929	DD
AEP_HVAEP2.G003723	AEP_HVAEP8.G013929	DD
AEP_HVAEP2.G004040	AEP_HVAEP8.G013929	DD
AEP_HVAEP4.G007971	AEP_HVAEP8.G013929	DD
AEP_HVAEP15.G028770	AEP_HVAEP8.G013929	DD
AEP_HVAEP1.G001505	AEP_HVAEP8.G013929	DD
AEP_HVAEP3.G005777	AEP_HVAEP8.G013929	DD
AEP_HVAEP1.G001413	AEP_HVAEP8.G013929	DD
AEP_HVAEP11.G021083	AEP_HVAEP9.G016862	DD
AEP_HVAEP13.G024141	AEP_HVAEP9.G016862	DD
AEP_HVAEP2.G004040	AEP_HVAEP9.G016862	DD
AEP_HVAEP8.G013929	AEP_HVAEP9.G016862	DD
AEP_HVAEP1.G001413	AEP_HVAEP9.G016862	DD
AEP_HVAEP9.G016481	AEP_HVAEP9.G016862	DD
AEP_HVAEP4.G007971	AEP_HVAEP9.G016862	DD
AEP_HVAEP14.G026701	AEP_HVAEP15.G027574	DD
AEP_HVAEP10.G018556	AEP_HVAEP15.G027574	DD
AEP_HVAEP9.G016862	AEP_HVAEP15.G027574	DD
AEP_HVAEP4.G007971	AEP_HVAEP15.G027574	DD
AEP_HVAEP1.G001413	AEP_HVAEP15.G027574	DD
AEP_HVAEP2.G003723	AEP_HVAEP15.G027574	DD
AEP_HVAEP8.G013929	AEP_HVAEP15.G027574	DD
AEP_HVAEP3.G005777	AEP_HVAEP15.G028770	DD
AEP_HVAEP6.G011008	AEP_HVAEP15.G028770	DD
AEP_HVAEP11.G021083	AEP_HVAEP15.G028770	DD
AEP_HVAEP1.G001413	AEP_HVAEP15.G028770	DD
AEP_HVAEP6.G011798	AEP_HVAEP13.G025060	DD
AEP_HVAEP1.G001414	AEP_HVAEP13.G025060	DD
AEP_HVAEP1.G001416	AEP_HVAEP9.G016454	DD
AEP_HVAEP9.G015633	AEP_HVAEP9.G016454	DD
AEP_HVAEP1.G001416	AEP_HVAEP11.G020345	DD
AEP_HVAEP9.G015633	AEP_HVAEP11.G020345	DD
AEP_HVAEP9.G016454	AEP_HVAEP11.G020345	DD
AEP_HVAEP14.G026922	AEP_HVAEP9.G015633	DD
AEP_HVAEP1.G001416	AEP_HVAEP9.G015633	DD
AEP_HVAEP13.G024328	AEP_HVAEP9.G015606	DD
AEP_HVAEP1.G001416	AEP_HVAEP9.G015606	DD
AEP_HVAEP1.G001417	AEP_HVAEP2.G004194	DD
AEP_HVAEP1.G001418	AEP_HVAEP10.G018433	DD
AEP_HVAEP7.G013399	AEP_HVAEP12.G022110	DD
AEP_HVAEP1.G001419	AEP_HVAEP12.G022110	DD
AEP_HVAEP1.G001419	AEP_HVAEP7.G013399	DD
AEP_HVAEP3.G005199	AEP_HVAEP10.G017698	DD
AEP_HVAEP1.G001422	AEP_HVAEP10.G017698	DD
AEP_HVAEP3.G007158	AEP_HVAEP10.G017698	DD
AEP_HVAEP3.G005157	AEP_HVAEP10.G017698	DD
AEP_HVAEP1.G001422	AEP_HVAEP11.G019731	DD
AEP_HVAEP3.G005157	AEP_HVAEP11.G019731	DD
AEP_HVAEP3.G005199	AEP_HVAEP11.G019731	DD
AEP_HVAEP10.G017786	AEP_HVAEP11.G019731	DD
AEP_HVAEP7.G012882	AEP_HVAEP11.G019731	DD
AEP_HVAEP3.G007158	AEP_HVAEP11.G019731	DD
AEP_HVAEP7.G013341	AEP_HVAEP11.G019731	DD
AEP_HVAEP10.G017698	AEP_HVAEP11.G019731	DD
AEP_HVAEP7.G013341	AEP_HVAEP3.G005157	DD
AEP_HVAEP3.G005199	AEP_HVAEP3.G005157	DD
AEP_HVAEP1.G001422	AEP_HVAEP3.G005157	DD
AEP_HVAEP3.G007158	AEP_HVAEP3.G005157	DD
AEP_HVAEP5.G009770	AEP_HVAEP3.G005157	DD
AEP_HVAEP1.G001899	AEP_HVAEP3.G005157	DD
AEP_HVAEP7.G012882	AEP_HVAEP3.G005157	DD
AEP_HVAEP14.G027043	AEP_HVAEP3.G005157	DD
AEP_HVAEP7.G012882	AEP_HVAEP11.G019769	DD
AEP_HVAEP11.G019731	AEP_HVAEP11.G019769	DD
AEP_HVAEP1.G001899	AEP_HVAEP11.G019769	DD
AEP_HVAEP3.G007158	AEP_HVAEP11.G019769	DD
AEP_HVAEP14.G027043	AEP_HVAEP11.G019769	DD
AEP_HVAEP1.G001422	AEP_HVAEP11.G019769	DD
AEP_HVAEP7.G013341	AEP_HVAEP11.G019769	DD
AEP_HVAEP5.G009770	AEP_HVAEP11.G019769	DD
AEP_HVAEP10.G017786	AEP_HVAEP11.G019769	DD
AEP_HVAEP3.G005157	AEP_HVAEP11.G019769	DD
AEP_HVAEP10.G017698	AEP_HVAEP11.G019769	DD
AEP_HVAEP3.G005199	AEP_HVAEP11.G019769	DD
AEP_HVAEP12.G023594	AEP_HVAEP15.G027879	DD
AEP_HVAEP3.G006484	AEP_HVAEP15.G027879	DD
AEP_HVAEP15.G027260	AEP_HVAEP15.G027879	DD
AEP_HVAEP13.G025340	AEP_HVAEP15.G027879	DD
AEP_HVAEP9.G017575	AEP_HVAEP15.G027879	DD
AEP_HVAEP15.G027255	AEP_HVAEP15.G027879	DD
AEP_HVAEP13.G024628	AEP_HVAEP15.G027879	DD
AEP_HVAEP15.G027256	AEP_HVAEP15.G027879	DD
AEP_HVAEP3.G005219	AEP_HVAEP15.G027879	DD
AEP_HVAEP13.G024627	AEP_HVAEP15.G027879	DD
AEP_HVAEP1.G001424	AEP_HVAEP15.G027879	DD
AEP_HVAEP8.G014955	AEP_HVAEP15.G027879	DD
AEP_HVAEP11.G019686	AEP_HVAEP15.G027879	DD
AEP_HVAEP3.G006485	AEP_HVAEP15.G027879	DD
AEP_HVAEP15.G027260	AEP_HVAEP13.G024628	DD
AEP_HVAEP3.G006485	AEP_HVAEP13.G024628	DD
AEP_HVAEP1.G001424	AEP_HVAEP13.G024628	DD
AEP_HVAEP8.G014955	AEP_HVAEP13.G024628	DD
AEP_HVAEP3.G006484	AEP_HVAEP13.G024628	DD
AEP_HVAEP9.G017575	AEP_HVAEP13.G024628	DD
AEP_HVAEP3.G005219	AEP_HVAEP13.G024628	DD
AEP_HVAEP9.G017574	AEP_HVAEP13.G024628	DD
AEP_HVAEP12.G023594	AEP_HVAEP13.G024628	DD
AEP_HVAEP15.G027878	AEP_HVAEP13.G024628	DD
AEP_HVAEP3.G006484	AEP_HVAEP8.G014955	DD
AEP_HVAEP1.G001424	AEP_HVAEP8.G014955	DD
AEP_HVAEP15.G027260	AEP_HVAEP8.G014955	DD
AEP_HVAEP13.G024627	AEP_HVAEP8.G014955	DD
AEP_HVAEP11.G019686	AEP_HVAEP8.G014955	DD
AEP_HVAEP13.G025340	AEP_HVAEP8.G014955	DD
AEP_HVAEP12.G023594	AEP_HVAEP8.G014955	DD
AEP_HVAEP15.G027256	AEP_HVAEP8.G014955	DD
AEP_HVAEP3.G005219	AEP_HVAEP8.G014955	DD
AEP_HVAEP15.G027260	AEP_HVAEP15.G027255	PD
AEP_HVAEP13.G024628	AEP_HVAEP15.G027255	DD
AEP_HVAEP3.G005219	AEP_HVAEP15.G027255	DD
AEP_HVAEP3.G006485	AEP_HVAEP15.G027255	DD
AEP_HVAEP9.G017575	AEP_HVAEP15.G027255	DD
AEP_HVAEP8.G014955	AEP_HVAEP15.G027255	DD
AEP_HVAEP12.G023594	AEP_HVAEP15.G027255	DD
AEP_HVAEP1.G001424	AEP_HVAEP15.G027255	DD
AEP_HVAEP1.G001425	AEP_HVAEP8.G014350	DD
AEP_HVAEP8.G014108	AEP_HVAEP8.G014350	DD
AEP_HVAEP8.G014113	AEP_HVAEP8.G014350	DD
AEP_HVAEP8.G014351	AEP_HVAEP8.G014350	TD
AEP_HVAEP15.G028779	AEP_HVAEP8.G014350	DD
AEP_HVAEP3.G006731	AEP_HVAEP8.G014350	DD
AEP_HVAEP6.G011124	AEP_HVAEP8.G014350	DD
AEP_HVAEP8.G014109	AEP_HVAEP8.G014350	DD
AEP_HVAEP8.G014352	AEP_HVAEP8.G014350	PD
AEP_HVAEP13.G024417	AEP_HVAEP8.G014109	DD
AEP_HVAEP8.G014108	AEP_HVAEP8.G014109	TD
AEP_HVAEP1.G001425	AEP_HVAEP8.G014109	DD
AEP_HVAEP3.G006731	AEP_HVAEP8.G014109	DD
AEP_HVAEP6.G011124	AEP_HVAEP8.G014109	DD
AEP_HVAEP8.G014351	AEP_HVAEP8.G014109	DD
AEP_HVAEP8.G014352	AEP_HVAEP8.G014109	DD
AEP_HVAEP8.G014352	AEP_HVAEP8.G014113	DD
AEP_HVAEP6.G011124	AEP_HVAEP8.G014113	DD
AEP_HVAEP8.G014108	AEP_HVAEP8.G014113	PD
AEP_HVAEP1.G001425	AEP_HVAEP8.G014113	DD
AEP_HVAEP8.G014109	AEP_HVAEP8.G014113	PD
AEP_HVAEP1.G001425	AEP_HVAEP8.G014108	DD
AEP_HVAEP8.G014351	AEP_HVAEP8.G014108	DD
AEP_HVAEP6.G011124	AEP_HVAEP8.G014108	DD
AEP_HVAEP8.G014352	AEP_HVAEP8.G014108	DD
AEP_HVAEP12.G021321	AEP_HVAEP8.G014108	DD
AEP_HVAEP13.G024596	AEP_HVAEP8.G014108	DD
AEP_HVAEP3.G006731	AEP_HVAEP8.G014108	DD
AEP_HVAEP3.G007282	AEP_HVAEP12.G023265	DD
AEP_HVAEP12.G023906	AEP_HVAEP12.G023265	DD
AEP_HVAEP1.G001426	AEP_HVAEP12.G023265	DD
AEP_HVAEP9.G017660	AEP_HVAEP12.G023265	DD
AEP_HVAEP11.G019781	AEP_HVAEP12.G023265	DD
AEP_HVAEP3.G005907	AEP_HVAEP12.G023265	DD
AEP_HVAEP1.G001426	AEP_HVAEP13.G024864	DD
AEP_HVAEP12.G023265	AEP_HVAEP13.G024864	DD
AEP_HVAEP6.G010496	AEP_HVAEP13.G024864	DD
AEP_HVAEP12.G021398	AEP_HVAEP13.G024864	DD
AEP_HVAEP11.G019781	AEP_HVAEP13.G024864	DD
AEP_HVAEP3.G005907	AEP_HVAEP13.G024864	DD
AEP_HVAEP9.G017660	AEP_HVAEP13.G024864	DD
AEP_HVAEP12.G023906	AEP_HVAEP13.G024864	DD
AEP_HVAEP13.G024864	AEP_HVAEP14.G026339	DD
AEP_HVAEP1.G001426	AEP_HVAEP14.G026339	DD
AEP_HVAEP1.G001426	AEP_HVAEP11.G019996	DD
AEP_HVAEP3.G006844	AEP_HVAEP11.G019996	DD
AEP_HVAEP5.G009989	AEP_HVAEP11.G019996	DD
AEP_HVAEP9.G016593	AEP_HVAEP11.G019996	DD
AEP_HVAEP12.G023284	AEP_HVAEP2.G004249	DD
AEP_HVAEP1.G001432	AEP_HVAEP2.G004249	DD
AEP_HVAEP2.G003235	AEP_HVAEP2.G004249	DD
AEP_HVAEP5.G010073	AEP_HVAEP2.G004249	DD
AEP_HVAEP1.G001433	AEP_HVAEP1.G002168	DD
AEP_HVAEP1.G001434	AEP_HVAEP13.G025445	DD
AEP_HVAEP13.G025509	AEP_HVAEP12.G023866	DD
AEP_HVAEP10.G018044	AEP_HVAEP12.G023866	DD
AEP_HVAEP7.G012569	AEP_HVAEP12.G023866	DD
AEP_HVAEP12.G024027	AEP_HVAEP12.G023866	DD
AEP_HVAEP6.G011145	AEP_HVAEP12.G023866	DD
AEP_HVAEP1.G001437	AEP_HVAEP12.G023866	DD
AEP_HVAEP10.G018769	AEP_HVAEP12.G023866	DD
AEP_HVAEP13.G025362	AEP_HVAEP12.G023866	DD
AEP_HVAEP3.G006426	AEP_HVAEP12.G023866	DD
AEP_HVAEP8.G013733	AEP_HVAEP12.G023866	DD
AEP_HVAEP10.G018335	AEP_HVAEP12.G023866	DD
AEP_HVAEP12.G024027	AEP_HVAEP8.G013733	DD
AEP_HVAEP1.G001437	AEP_HVAEP8.G013733	DD
AEP_HVAEP10.G018044	AEP_HVAEP13.G025509	DD
AEP_HVAEP6.G011145	AEP_HVAEP13.G025509	DD
AEP_HVAEP8.G013733	AEP_HVAEP13.G025509	DD
AEP_HVAEP10.G018335	AEP_HVAEP13.G025509	DD
AEP_HVAEP10.G017876	AEP_HVAEP13.G025509	DD
AEP_HVAEP13.G025362	AEP_HVAEP13.G025509	DD
AEP_HVAEP1.G001437	AEP_HVAEP13.G025509	DD
AEP_HVAEP8.G015307	AEP_HVAEP13.G025509	DD
AEP_HVAEP10.G018769	AEP_HVAEP13.G025509	DD
AEP_HVAEP10.G018769	AEP_HVAEP10.G018044	DD
AEP_HVAEP1.G001437	AEP_HVAEP10.G018044	DD
AEP_HVAEP8.G015307	AEP_HVAEP10.G018044	DD
AEP_HVAEP10.G017876	AEP_HVAEP10.G018044	DD
AEP_HVAEP9.G017515	AEP_HVAEP10.G018044	DD
AEP_HVAEP13.G025361	AEP_HVAEP7.G012656	DD
AEP_HVAEP7.G012650	AEP_HVAEP7.G012656	PD
AEP_HVAEP10.G017873	AEP_HVAEP7.G012656	DD
AEP_HVAEP1.G002597	AEP_HVAEP7.G012656	DD
AEP_HVAEP12.G023867	AEP_HVAEP7.G012656	DD
AEP_HVAEP15.G028741	AEP_HVAEP7.G012656	DD
AEP_HVAEP13.G024286	AEP_HVAEP7.G012656	DD
AEP_HVAEP3.G006854	AEP_HVAEP7.G012656	DD
AEP_HVAEP12.G023965	AEP_HVAEP7.G012656	DD
AEP_HVAEP6.G011143	AEP_HVAEP7.G012656	DD
AEP_HVAEP3.G006427	AEP_HVAEP7.G012656	DD
AEP_HVAEP6.G011498	AEP_HVAEP7.G012656	DD
AEP_HVAEP12.G022023	AEP_HVAEP7.G012656	DD
AEP_HVAEP1.G001438	AEP_HVAEP7.G012656	DD
AEP_HVAEP8.G014838	AEP_HVAEP7.G012656	DD
AEP_HVAEP12.G022948	AEP_HVAEP7.G012656	DD
AEP_HVAEP10.G018865	AEP_HVAEP7.G012656	DD
AEP_HVAEP3.G006856	AEP_HVAEP7.G012656	DD
AEP_HVAEP1.G001438	AEP_HVAEP7.G012650	DD
AEP_HVAEP12.G022948	AEP_HVAEP7.G012650	DD
AEP_HVAEP6.G011498	AEP_HVAEP7.G012650	DD
AEP_HVAEP6.G011143	AEP_HVAEP7.G012650	DD
AEP_HVAEP3.G006856	AEP_HVAEP7.G012650	DD
AEP_HVAEP13.G024286	AEP_HVAEP7.G012650	DD
